,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM
2024-03-23 09:00:00,9.3274,4.855,8.976,9.075,4.401,6.629,1.929
2024-03-24 09:00:00,9.6624,4.964,9.102,9.291,4.542,6.973,1.944
2024-03-25 09:00:00,9.9202,5.096,9.105,9.341000000000001,4.604,6.919,1.945
2024-03-26 09:00:00,10.0051,5.126,9.037,9.512,4.601,6.851,1.976
2024-03-27 09:00:00,9.989,5.04,8.811,9.326,4.567,7.742,1.9280000000000002
2024-03-28 09:00:00,10.09,5.076,8.907,9.293,4.636,8.099,1.966
2024-03-29 09:00:00,9.9801,5.02,8.994,9.482999999999999,4.877,8.856,2.039
2024-03-30 09:00:00,9.9985,5.033,8.913,9.244,4.721,8.569,1.996
2024-03-31 09:00:00,10.097,5.161,8.915,9.229,4.854,9.61,2.001
2024-04-01 09:00:00,10.01,5.04,8.785,8.936,4.705,9.323,1.949
2024-04-02 09:00:00,9.6053,4.812,8.594,8.529,4.406,9.394,1.8880000000000001
2024-04-03 09:00:00,9.6502,4.842,8.39,8.332,4.481,8.697,1.845
2024-04-04 09:00:00,9.9361,4.838,8.62,8.48,4.766,9.666,1.871
2024-04-05 09:00:00,9.8394,4.815,8.516,8.335,4.802,9.547,1.851
2024-04-06 09:00:00,9.9023,4.823,8.536,8.405,4.81,10.0,1.86
2024-04-07 09:00:00,9.9369,4.947,8.519,8.437000000000001,4.851,9.838,1.851
2024-04-08 09:00:00,10.2101,5.26,8.757,8.738,5.073,9.78,1.902
2024-04-09 09:00:00,9.935,5.042,8.83,8.506,4.739,9.66,1.8969999999999998
2024-04-10 09:00:00,10.06,5.059,8.807,8.362,4.785,9.082,1.85
2024-04-11 09:00:00,10.0541,5.023,8.732999999999999,8.417,4.842,8.818,1.867
2024-04-12 09:00:00,9.9776,4.822,8.129,7.475,4.42,7.927,1.712
2024-04-13 09:00:00,9.7149,4.57,7.257000000000001,6.747000000000001,3.95,7.282,1.599
2024-04-14 09:00:00,9.8905,4.752,7.579,7.051,4.092,7.943,1.662
2024-04-15 09:00:00,9.6527,4.719,7.566,7.013999999999999,4.022,7.754,1.6369999999999998
2024-04-16 09:00:00,9.5597,4.623,7.435,6.876,3.927,7.314,1.641
2024-04-17 09:00:00,9.1419,4.451,7.388,6.632999999999999,3.782,6.92,1.6059999999999999
2024-04-18 09:00:00,9.3356,4.506,7.395,6.745,3.849,7.11,1.626
2024-04-19 09:00:00,9.339,4.475,7.348,6.843,3.809,6.964,1.635
2024-04-20 09:00:00,9.4805,4.61,7.72,7.406000000000001,4.071,7.521,1.693
2024-04-21 09:00:00,9.4868,4.6,7.659,7.287999999999999,4.01,7.335,1.663
2024-04-22 09:00:00,9.7192,4.652,8.078,7.505,4.115,7.599,1.7169999999999999
2024-04-23 09:00:00,9.6045,4.661,7.8870000000000005,7.235,4.07,7.3,1.7
2024-04-24 09:00:00,9.3534,4.567,7.669,6.909,3.855,6.977,1.662
2024-04-25 09:00:00,9.2745,4.535,7.5489999999999995,6.7620000000000005,3.807,6.873,1.6340000000000001
2024-04-26 09:00:00,9.1951,4.512,7.585,6.682,3.901,6.952,1.646
2024-04-27 09:00:00,9.1499,4.689,7.4670000000000005,6.735,4.016,6.874,1.653
2024-04-28 09:00:00,9.053,4.679,7.319,6.6,4.011,6.752,1.607
2024-04-29 09:00:00,9.14,4.604,7.371,6.542999999999999,3.946,6.661,1.605
2024-04-30 09:00:00,8.7137,4.327,7.18,6.329,3.654,6.234,1.545
2024-05-01 09:00:00,8.3499,4.252,7.392,6.437,3.652,6.075,1.588
2024-05-02 09:00:00,8.3078,4.201,7.285,6.435,3.61,6.037,1.5519999999999998
2024-05-03 09:00:00,8.9291,4.4,7.537000000000001,6.638999999999999,3.816,6.464,1.587
2024-05-04 09:00:00,9.0303,4.41,7.502000000000001,6.557,3.814,6.546,1.57
2024-05-05 09:00:00,9.0061,4.41,7.45,6.4479999999999995,3.894,6.599,1.561
2024-05-06 09:00:00,8.8804,4.308,7.58,6.385,3.792,6.642,1.5430000000000001
2024-05-07 09:00:00,8.7595,4.229,7.379,6.204,3.805,6.628,1.518
2024-05-08 09:00:00,8.5872,4.169,7.252000000000001,6.34,3.819,6.29,1.504
2024-05-09 09:00:00,8.8116,4.243,7.278,6.468999999999999,3.86,6.369,1.514
2024-05-10 09:00:00,8.5842,4.108,7.09,6.32,3.725,6.05,1.5
2024-05-11 09:00:00,8.5791,4.111,7.127999999999999,6.195,3.737,6.062,1.493
2024-05-12 09:00:00,8.6521,4.125,7.0329999999999995,6.164,3.758,6.091,1.475
2024-05-13 09:00:00,8.7928,4.125,7.062,6.11,3.68,6.114,1.455
2024-05-14 09:00:00,8.65,4.053,7.034,6.021,3.568,6.027,1.433
2024-05-15 09:00:00,9.2111,4.22,7.212999999999999,6.2989999999999995,3.77,6.455,1.4880000000000002
2024-05-16 09:00:00,9.08,4.096,7.171,6.395,3.787,6.208,1.483
2024-05-17 09:00:00,9.2646,4.278,7.244,6.664,3.917,6.457,1.504
2024-05-18 09:00:00,9.3066,4.343,7.245,6.7,3.978,6.616,1.5030000000000001
2024-05-19 09:00:00,9.2185,4.268,7.09,6.499,3.834,6.747,1.4669999999999999
2024-05-20 09:00:00,9.726,4.992,7.332999999999999,6.846,4.414,7.068,1.5330000000000001
2024-05-21 09:00:00,9.67,5.231,7.4079999999999995,6.822,4.382,7.101,1.55
2024-05-22 09:00:00,9.5421,5.152,7.266,6.665,4.194,6.877,1.528
2024-05-23 09:00:00,9.49,5.288,7.3870000000000005,6.507000000000001,4.53,6.869,1.526
2024-05-24 09:00:00,9.5214,5.177,7.441,6.39,4.389,6.874,1.5319999999999998
2024-05-25 09:00:00,9.624,5.206,7.521,6.42,4.397,6.864,1.5390000000000001
2024-05-26 09:00:00,9.561,5.342,7.3629999999999995,6.39,4.417,6.756,1.515
2024-05-27 09:00:00,9.605,5.39,7.388999999999999,6.477,4.419,6.782,1.5290000000000001
2024-05-28 09:00:00,9.46,5.325,7.316,6.335,4.344,6.508,1.494
2024-05-29 09:00:00,9.391,5.234,7.282,6.271,4.226,6.468,1.483
2024-05-30 09:00:00,9.4943,5.212,7.218999999999999,6.211,4.142,6.468,1.485
2024-05-31 09:00:00,9.4505,5.269,7.244,6.257000000000001,4.142,6.374,1.4880000000000002
2024-06-01 09:00:00,9.472,5.341,7.26,6.292000000000001,4.141,6.482,1.486
2024-06-02 09:00:00,9.5,5.3,7.202000000000001,6.257000000000001,4.057,6.426,1.476
2024-06-03 09:00:00,9.5994,5.259,7.251,6.375,3.994,6.475,1.472
2024-06-04 09:00:00,9.75,5.273,7.272,6.385,4.107,6.595,1.472
2024-06-05 09:00:00,9.8385,5.345,7.2829999999999995,6.388999999999999,4.118,6.845,1.4780000000000002
2024-06-06 09:00:00,9.8334,5.296,7.25,6.357,4.035,6.885,1.462
2024-06-07 09:00:00,9.7919,5.199,7.042999999999999,6.356,3.834,6.745,1.4169999999999998
2024-06-08 09:00:00,9.8125,5.212,6.98,6.188,3.803,6.654,1.392
2024-06-09 09:00:00,9.7983,5.208,7.007000000000001,6.245,3.8,6.666,1.405
2024-06-10 09:00:00,9.7276,5.135,6.952999999999999,6.17,3.729,6.567,1.3980000000000001
2024-06-11 09:00:00,9.5329,4.959,6.808,5.986000000000001,3.638,6.318,1.374
2024-06-12 09:00:00,9.5934,5.006,6.902,6.155,3.67,6.386,1.405
2024-06-13 09:00:00,9.4614,4.915,6.763999999999999,5.966,3.584,6.115,1.382
2024-06-14 09:00:00,9.3978,4.957,6.757000000000001,5.8629999999999995,3.576,6.017,1.379
2024-06-15 09:00:00,9.391,5.062,6.956,5.867999999999999,3.635,6.091,1.395
2024-06-16 09:00:00,9.4219,5.121,6.9110000000000005,5.882000000000001,3.598,6.051,1.401
2024-06-17 09:00:00,9.3588,4.946,7.105,5.65,3.392,5.91,1.3630000000000002
2024-06-18 09:00:00,9.1649,4.9,6.898,5.395,3.244,5.48,1.288
2024-06-19 09:00:00,9.1555,5.02,6.955,5.42,3.383,5.489,1.317
2024-06-20 09:00:00,9.178,4.973,6.916,5.438,3.403,5.516,1.329
2024-06-21 09:00:00,9.0308,4.955,6.886,5.307,3.318,5.394,1.297
2024-06-22 09:00:00,9.0874,4.945,6.886,5.437,3.306,5.543,1.288
2024-06-23 09:00:00,8.9046,4.82,6.763999999999999,5.354,3.198,5.367,1.263
2024-06-24 09:00:00,8.5496,4.753,6.715,5.349,3.257,5.151,1.266
2024-06-25 09:00:00,8.745,4.803,6.729,5.54,3.321,5.499,1.3
2024-06-26 09:00:00,8.6027,4.766,6.64,5.445,3.348,5.286,1.276
2024-06-27 09:00:00,8.6884,4.863,6.687,5.505,3.386,5.47,1.29
2024-06-28 09:00:00,8.5158,4.761,6.65,5.434,3.297,5.44,1.287
2024-06-29 09:00:00,8.5765,4.754,6.6579999999999995,5.409,3.259,5.363,1.2690000000000001
2024-06-30 09:00:00,8.792,4.821,6.675,5.497999999999999,3.318,5.521,1.278
2024-07-01 09:00:00,8.8253,4.835,6.702000000000001,5.662000000000001,3.267,5.408,1.287
2024-07-02 09:00:00,8.7248,4.811,6.812,5.869,3.273,5.365,1.318
2024-07-03 09:00:00,8.5331,4.672,6.622999999999999,5.7620000000000005,3.193,5.29,1.2790000000000001
2024-07-04 09:00:00,8.168,4.379,6.199,5.181,2.979,4.7495,1.244
2024-07-05 09:00:00,8.1118,4.266,6.086,5.004,2.893,4.6605,1.22
2024-07-06 09:00:00,8.2826,4.365,6.376,5.268,3.014,4.8805,1.288
2024-07-07 09:00:00,7.9397,4.164,5.968999999999999,4.928,2.81,4.455,1.192
2024-07-08 09:00:00,8.0534,4.29,6.125,5.242000000000001,2.895,4.734,1.215
2024-07-09 09:00:00,8.2043,4.336,6.157,5.307,2.917,4.684,1.246
2024-07-10 09:00:00,8.1896,4.397,6.2170000000000005,5.504,2.974,4.8205,1.2429999999999999
2024-07-11 09:00:00,8.107,4.381,6.3420000000000005,5.593,2.922,4.9165,1.258
2024-07-12 09:00:00,8.154,4.413,6.6739999999999995,5.856,3.021,5.186,1.285
2024-07-13 09:00:00,8.2901,4.45,7.3660000000000005,6.182,3.136,5.263,1.43
2024-07-14 09:00:00,8.543,4.557,7.305,6.074,3.172,5.298,1.4680000000000002
2024-07-15 09:00:00,9.1162,4.9,7.547999999999999,6.2589999999999995,3.362,5.625,1.4709999999999999
2024-07-16 09:00:00,9.0807,4.809,8.09,6.119,3.295,5.419,1.49
2024-07-17 09:00:00,8.9467,4.73,8.748,6.093999999999999,3.214,5.242,1.5330000000000001
2024-07-18 09:00:00,8.985,4.811,8.0,5.9510000000000005,3.23,5.377,1.45
2024-07-19 09:00:00,9.3004,4.888,8.0,6.114,3.294,5.464,1.4680000000000002
2024-07-20 09:00:00,9.4065,4.928,8.318,6.132999999999999,3.35,5.546,1.473
2024-07-21 09:00:00,9.5,4.932,8.34,6.223,3.37,5.593,1.469
2024-07-22 09:00:00,9.4357,4.808,8.494,5.959,3.275,5.397,1.4469999999999998
2024-07-23 09:00:00,9.223,4.87,8.36,5.74,3.367,5.14,1.415
2024-07-24 09:00:00,9.1501,4.674,8.646,5.682,3.205,5.08,1.4409999999999998
2024-07-25 09:00:00,9.2465,4.463,8.421,5.551,3.106,5.085,1.4369999999999998
2024-07-26 09:00:00,9.4727,4.571,8.413,5.8260000000000005,3.198,5.261,1.4409999999999998
2024-07-27 09:00:00,9.4292,4.515,8.285,5.805,3.173,5.456,1.413
2024-07-28 09:00:00,9.5363,4.569,8.398,5.697,3.162,5.828,1.402
2024-07-29 09:00:00,9.3618,4.641,8.43,5.652,3.195,6.141,1.39
2024-07-30 09:00:00,9.2788,4.597,8.795,5.625,3.118,6.066,1.4380000000000002
2024-07-31 09:00:00,9.0345,4.518,8.704,5.426,3.043,5.787,1.402
2024-08-01 09:00:00,9.1789,4.5,8.373,5.513,3.024,5.811,1.3969999999999998
2024-08-02 09:00:00,8.6691,4.213,7.902,5.135,2.85,5.376,1.3459999999999999
2024-08-03 09:00:00,8.5957,4.11,7.8629999999999995,5.156000000000001,2.783,5.157,1.3230000000000002
2024-08-04 09:00:00,8.1871,3.79,7.355,4.85,2.663,4.6865,1.242
2024-08-05 09:00:00,7.7833,3.483,7.037999999999999,4.49,2.543,4.4625,1.2670000000000001
2024-08-06 09:00:00,8.0224,3.526,7.24,4.735,2.598,4.5245,1.3219999999999998
2024-08-07 09:00:00,7.8388,3.338,8.54,4.605,2.58,4.4365,1.443
2024-08-08 09:00:00,8.6397,3.757,8.622,4.923,2.783,4.953,1.446
2024-08-09 09:00:00,8.5518,3.654,8.177999999999999,4.907,2.734,4.8985,1.4080000000000001
2024-08-10 09:00:00,8.5669,3.669,8.213,4.863,2.727,4.9875,1.4240000000000002
2024-08-11 09:00:00,8.2815,3.601,7.8,4.621,2.595,4.662,1.379
2024-08-12 09:00:00,8.3221,3.817,7.959,4.75,2.692,4.9745,1.385
2024-08-13 09:00:00,8.46,3.774,8.047,4.75,2.676,4.921,1.386
2024-08-14 09:00:00,8.2457,3.732,7.98,4.703,2.641,4.7485,1.355
2024-08-15 09:00:00,8.1701,3.704,7.986000000000001,4.742,2.635,4.722,1.357
