,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM
2018-08-29 09:00:00,0.7825,0.32085,3.83,1.16,1.449,6.18,2.52
2018-08-30 09:00:00,0.7856,0.3195,3.77,1.13,1.439,6.049,2.5
2018-08-31 09:00:00,0.7865,0.3155,3.75,1.14,1.432,6.085,2.48
2018-09-01 09:00:00,0.8001,0.32845,3.86,1.19,1.466,6.876,2.56
2018-09-02 09:00:00,0.8113,0.3278,3.8,1.16,1.487,7.226,2.51
2018-09-03 09:00:00,0.8125,0.32345,3.74,1.16,1.572,7.026,2.48
2018-09-04 09:00:00,0.8271,0.3207,3.72,1.18,1.572,7.037,2.61
2018-09-05 09:00:00,0.7699,0.2631,3.21,0.9990000000000001,1.352,6.052,2.36
2018-09-06 09:00:00,0.7523,0.2652,3.48,1.01,1.383,6.007,2.4
2018-09-07 09:00:00,0.7382,0.2488,3.32,0.956,1.335,5.745,2.38
2018-09-08 09:00:00,0.7206,0.2292,3.22,0.9,1.274,5.51,2.25
2018-09-09 09:00:00,0.7232,0.2269,3.19,0.879,1.295,5.527,2.2
2018-09-10 09:00:00,0.7274,0.2271,3.11,0.846,1.307,5.372,2.18
2018-09-11 09:00:00,0.7239,0.2133,3.03,0.805,1.295,5.06,2.31
2018-09-12 09:00:00,0.7234,0.209,3.07,0.757,1.22,4.943,2.26
2018-09-13 09:00:00,0.7355,0.23955,3.17,0.789,1.26,5.266,2.34
2018-09-14 09:00:00,0.7359,0.238,3.14,0.768,1.244,5.079,2.28
2018-09-15 09:00:00,0.7363,0.25,3.17,0.779,1.274,5.066,2.3
2018-09-16 09:00:00,0.7356,0.2487,3.18,0.7879999999999999,1.264,5.083,2.32
2018-09-17 09:00:00,0.7191,0.22555,3.11,0.727,1.181,4.79,2.25
2018-09-18 09:00:00,0.7234,0.2382,3.65,0.7859999999999999,1.206,4.947,2.37
2018-09-19 09:00:00,0.7245,0.2379,3.71,0.8170000000000001,1.22,4.8775,2.36
2018-09-20 09:00:00,0.7311,0.25235,5.06,0.912,1.255,5.147,2.59
2018-09-21 09:00:00,0.7537,0.2756,6.28,0.978,1.306,5.593,2.78
2018-09-22 09:00:00,0.754,0.27,6.41,0.935,1.283,5.423,2.68
2018-09-23 09:00:00,0.75,0.2734,6.4,1.0,1.296,5.485,3.16
2018-09-24 09:00:00,0.743,0.2574,5.55,0.9329999999999999,1.248,5.225,2.92
2018-09-25 09:00:00,0.7299,0.2485,5.95,0.915,1.257,5.048,2.87
2018-09-26 09:00:00,0.73,0.2416,5.79,0.8909999999999999,1.237,5.8,2.75
2018-09-27 09:00:00,0.7447,0.25485,6.05,0.958,1.277,6.304,2.89
2018-09-28 09:00:00,0.7408,0.2479,6.03,0.9329999999999999,1.255,6.016,2.82
2018-09-29 09:00:00,0.736,0.258,6.34,0.9420000000000001,1.27,6.0,2.84
2018-09-30 09:00:00,0.7393,0.2597,6.51,0.948,1.261,5.947,2.9
2018-10-01 09:00:00,0.7375,0.25805,6.44,0.945,1.253,5.949,2.9
2018-10-02 09:00:00,0.7369,0.25455,5.85,0.929,1.258,6.005,2.79
2018-10-03 09:00:00,0.7386,0.2503,6.0,0.915,1.258,5.859,2.75
2018-10-04 09:00:00,0.7481,0.2526,6.0,0.925,1.256,5.85,2.77
2018-10-05 09:00:00,0.7503,0.2579,5.9,0.9390000000000001,1.253,5.901,2.79
2018-10-06 09:00:00,0.7485,0.2556,5.54,0.9259999999999999,1.241,5.8,2.74
2018-10-07 09:00:00,0.7482,0.25645,5.47,0.9570000000000001,1.24,5.901,2.78
2018-10-08 09:00:00,0.7542,0.26015,5.57,0.983,1.244,6.013,2.82
2018-10-09 09:00:00,0.7527,0.2584,5.46,0.98,1.24,5.884,2.8
2018-10-10 09:00:00,0.7472,0.25575,5.25,0.963,1.23,5.834,2.75
2018-10-11 09:00:00,0.7187,0.2206,4.41,0.812,1.061,4.986,2.39
2018-10-12 09:00:00,0.7183,0.22475,4.8,0.836,1.086,5.083,2.46
2018-10-13 09:00:00,0.7189,0.22845,4.8,0.8370000000000001,1.089,5.15,2.46
2018-10-14 09:00:00,0.7198,0.2236,4.64,0.8140000000000001,1.08,5.05,2.4
2018-10-15 09:00:00,0.7413,0.23525,5.06,0.843,1.098,5.164,2.53
2018-10-16 09:00:00,0.7352,0.2339,5.26,0.847,1.085,5.109,2.57
2018-10-17 09:00:00,0.7327,0.23165,5.26,0.87,1.097,5.03,2.71
2018-10-18 09:00:00,0.7343,0.22865,5.2,0.85,1.085,4.9585,2.7
2018-10-19 09:00:00,0.7291,0.22895,5.15,0.857,1.085,4.9965,2.78
2018-10-20 09:00:00,0.7302,0.23075,5.19,0.862,1.089,5.058,2.8
2018-10-21 09:00:00,0.7311,0.2301,5.16,0.858,1.084,5.079,2.76
2018-10-22 09:00:00,0.7297,0.2293,5.12,0.857,1.132,5.061,2.74
2018-10-23 09:00:00,0.727,0.22845,5.21,0.843,1.1,4.9955,2.73
2018-10-24 09:00:00,0.7296,0.228,5.15,0.8370000000000001,1.091,4.97,2.69
2018-10-25 09:00:00,0.7272,0.22655,5.16,0.8320000000000001,1.085,4.972,2.66
2018-10-26 09:00:00,0.7276,0.2278,5.17,0.83,1.082,4.9345,2.64
2018-10-27 09:00:00,0.7284,0.22865,5.15,0.8220000000000001,1.081,4.9225,2.59
2018-10-28 09:00:00,0.7258,0.2291,5.18,0.821,1.077,4.9445,2.63
2018-10-29 09:00:00,0.7097,0.22,4.97,0.7859999999999999,1.017,4.679,2.49
2018-10-30 09:00:00,0.714,0.22235,5.04,0.789,1.015,4.785,2.53
2018-10-31 09:00:00,0.7162,0.22335,5.1,0.7929999999999999,1.018,4.801,2.54
2018-11-01 09:00:00,0.7186,0.224,5.16,0.8,1.021,4.8,2.55
2018-11-02 09:00:00,0.7179,0.2259,5.17,0.816,1.03,5.189,2.65
2018-11-03 09:00:00,0.715,0.2242,5.12,0.804,1.024,5.387,2.65
2018-11-04 09:00:00,0.7213,0.236,5.23,0.861,1.065,6.357,2.74
2018-11-05 09:00:00,0.7198,0.2342,5.57,0.855,1.055,6.254,2.77
2018-11-06 09:00:00,0.7231,0.24465,6.15,0.9079999999999999,1.111,7.029,2.98
2018-11-07 09:00:00,0.731,0.24335,5.99,0.882,1.081,6.889,2.88
2018-11-08 09:00:00,0.7282,0.2392,5.59,0.863,1.068,6.503,2.9
2018-11-09 09:00:00,0.7243,0.23815,5.69,0.843,1.074,6.169,2.92
2018-11-10 09:00:00,0.7237,0.24015,5.73,0.848,1.073,6.278,2.96
2018-11-11 09:00:00,0.7253,0.23925,5.73,0.866,1.045,6.026,3.12
2018-11-12 09:00:00,0.7249,0.2395,5.9,0.8640000000000001,1.043,5.869,3.06
2018-11-13 09:00:00,0.7248,0.23595,5.81,0.84,1.031,5.794,2.94
2018-11-14 09:00:00,0.6782,0.21495,5.55,0.762,0.934,5.19,2.75
2018-11-15 09:00:00,0.6529,0.2093,5.55,0.73,0.8935,4.5535,2.8
2018-11-16 09:00:00,0.6425,0.2014,5.45,0.701,0.8555,3.6225,2.75
2018-11-17 09:00:00,0.6385,0.20015,5.65,0.6940000000000001,0.8445,3.552,2.82
2018-11-18 09:00:00,0.6431,0.2031,5.85,0.706,0.85,3.562,2.86
2018-11-19 09:00:00,0.5618,0.1723,5.52,0.603,0.72,2.7275,2.61
2018-11-20 09:00:00,0.5177,0.152,5.03,0.521,0.6405,2.566,2.23
2018-11-21 09:00:00,0.5274,0.1565,5.13,0.542,0.6545,2.7055,2.33
2018-11-22 09:00:00,0.4965,0.1438,4.85,0.503,0.6,2.3815,2.15
2018-11-23 09:00:00,0.5013,0.142,4.7,0.503,0.5965,2.382,2.08
2018-11-24 09:00:00,0.4492,0.1313,4.34,0.446,0.558,2.08,1.86
2018-11-25 09:00:00,0.4616,0.13375,4.31,0.433,0.5465,2.123,1.84
2018-11-26 09:00:00,0.4371,0.12515,4.11,0.413,0.497,2.096,1.67
2018-11-27 09:00:00,0.438,0.12605,4.12,0.41700000000000004,0.516,2.03,1.66
2018-11-28 09:00:00,0.48,0.1381,4.4,0.474,0.561,2.1245,1.81
2018-11-29 09:00:00,0.484,0.133,4.29,0.473,0.5595,2.0345,1.86
2018-11-30 09:00:00,0.4565,0.1287,4.11,0.44,0.522,1.9595,1.81
2018-12-01 09:00:00,0.4721,0.1331,4.19,0.466,0.548,1.947,1.87
2018-12-02 09:00:00,0.4685,0.13175,4.17,0.47200000000000003,0.5785,1.932,1.81
2018-12-03 09:00:00,0.4387,0.1229,3.94,0.435,0.509,1.7935,1.69
2018-12-04 09:00:00,0.4457,0.124,3.98,0.423,0.496,1.6855,1.67
2018-12-05 09:00:00,0.4262,0.11605,3.83,0.389,0.454,1.478,1.51
2018-12-06 09:00:00,0.3965,0.1029,3.5,0.348,0.3995,1.2135,1.33
2018-12-07 09:00:00,0.3868,0.1058,3.42,0.33799999999999997,0.435,1.204,1.31
2018-12-08 09:00:00,0.3875,0.1025,3.45,0.344,0.428,1.133,1.32
2018-12-09 09:00:00,0.4013,0.1055,3.51,0.35200000000000004,0.4415,1.203,1.37
2018-12-10 09:00:00,0.3895,0.1019,3.39,0.337,0.432,1.1555,1.31
2018-12-11 09:00:00,0.3822,0.09916,3.39,0.331,0.412,1.092,1.27
2018-12-12 09:00:00,0.3888,0.1009,3.44,0.342,0.436,1.0925,1.28
2018-12-13 09:00:00,0.3721,0.09746,3.37,0.32799999999999996,0.4345,0.99,1.18
2018-12-14 09:00:00,0.3642,0.09468,3.25,0.32,0.419,0.9053,1.09
2018-12-15 09:00:00,0.3619,0.09445,3.2,0.317,0.405,0.8639,1.06
2018-12-16 09:00:00,0.3637,0.09537,3.23,0.327,0.408,0.8964,1.08
2018-12-17 09:00:00,0.3923,0.10495,3.65,0.361,0.441,0.9845,1.21
2018-12-18 09:00:00,0.4088,0.1125,3.91,0.384,0.465,1.1605,1.27
2018-12-19 09:00:00,0.4124,0.1112,3.88,0.38,0.4865,1.4185,1.25
2018-12-20 09:00:00,0.4552,0.12785,4.18,0.434,0.528,2.141,1.4
2018-12-21 09:00:00,0.4333,0.1216,4.0,0.455,0.5075,2.1855,1.34
2018-12-22 09:00:00,0.4464,0.13045,4.04,0.46799999999999997,0.5215,2.2,1.36
2018-12-23 09:00:00,0.4439,0.1454,4.14,0.49200000000000005,0.5465,2.2,1.41
2018-12-24 09:00:00,0.4539,0.1562,4.54,0.509,0.575,2.0545,1.48
2018-12-25 09:00:00,0.4243,0.1447,4.26,0.46399999999999997,0.527,1.9235,1.34
2018-12-26 09:00:00,0.4293,0.1471,4.24,0.46,0.6145,1.969,1.34
2018-12-27 09:00:00,0.4124,0.13175,3.86,0.41600000000000004,0.543,1.7085,1.24
2018-12-28 09:00:00,0.4338,0.15295,4.19,0.46399999999999997,0.586,1.9325,1.35
2018-12-29 09:00:00,0.42,0.1515,4.03,0.45799999999999996,0.5715,1.8135,1.3
2018-12-30 09:00:00,0.4291,0.1553,4.11,0.48100000000000004,0.587,1.809,1.3
2018-12-31 09:00:00,0.42,0.1494,3.96,0.461,0.569,1.6815,1.25
2019-01-01 09:00:00,0.4288,0.15715,4.07,0.473,0.59,1.8315,1.28
2019-01-02 09:00:00,0.4347,0.1712,4.16,0.5,0.6005,1.9,1.3
2019-01-03 09:00:00,0.4284,0.1663,4.01,0.47700000000000004,0.5685,1.8015,1.27
2019-01-04 09:00:00,0.4303,0.17255,4.01,0.489,0.591,1.794,1.28
2019-01-05 09:00:00,0.4294,0.1741,3.97,0.501,0.578,1.7865,1.28
2019-01-06 09:00:00,0.452,0.17425,4.08,0.546,0.6095,1.836,1.36
2019-01-07 09:00:00,0.4499,0.16855,4.07,0.537,0.5465,1.7945,1.38
2019-01-08 09:00:00,0.448,0.16715,4.08,0.542,0.5525,1.7855,1.38
2019-01-09 09:00:00,0.4458,0.16655,4.1,0.579,0.5515,1.77,1.37
2019-01-10 09:00:00,0.4087,0.14235,3.7,0.496,0.493,1.495,1.21
2019-01-11 09:00:00,0.4101,0.14205,3.72,0.493,0.498,1.4555,1.19
2019-01-12 09:00:00,0.4098,0.14105,3.72,0.491,0.5105,1.5055,1.2
2019-01-13 09:00:00,0.3963,0.1302,3.54,0.45,0.47,1.408,1.15
2019-01-14 09:00:00,0.4098,0.14345,3.73,0.491,0.4855,1.482,1.22
2019-01-15 09:00:00,0.4034,0.13515,3.65,0.478,0.468,1.4245,1.18
2019-01-16 09:00:00,0.4052,0.13725,3.68,0.499,0.481,1.437,1.19
2019-01-17 09:00:00,0.4075,0.1369,3.66,0.504,0.498,1.452,1.21
2019-01-18 09:00:00,0.4046,0.13415,3.61,0.493,0.4845,1.423,1.19
2019-01-19 09:00:00,0.4115,0.1376,3.67,0.507,0.4875,1.436,1.2
2019-01-20 09:00:00,0.3984,0.1321,3.56,0.484,0.473,1.371,1.15
2019-01-21 09:00:00,0.3973,0.13045,3.57,0.479,0.474,1.365,1.15
2019-01-22 09:00:00,0.4013,0.1325,3.58,0.48700000000000004,0.48,1.432,1.16
2019-01-23 09:00:00,0.3996,0.131,3.53,0.48200000000000004,0.476,1.474,1.13
2019-01-24 09:00:00,0.3983,0.13005,3.52,0.47700000000000004,0.474,1.428,1.13
2019-01-25 09:00:00,0.3957,0.128,3.48,0.47,0.477,1.4065,1.1
2019-01-26 09:00:00,0.3963,0.1283,3.48,0.47100000000000003,0.475,1.3965,1.1
2019-01-27 09:00:00,0.3951,0.12465,3.41,0.455,0.4695,1.349,1.06
2019-01-28 09:00:00,0.3828,0.1176,3.25,0.429,0.4335,1.2355,0.9570000000000001
2019-01-29 09:00:00,0.3795,0.1163,3.19,0.42200000000000004,0.4325,1.2185,0.9179999999999999
2019-01-30 09:00:00,0.381,0.1193,3.54,0.435,0.4375,1.2865,0.945
2019-01-31 09:00:00,0.3775,0.11705,3.4,0.42100000000000004,0.432,1.2505,0.898
2019-02-01 09:00:00,0.3816,0.11765,3.38,0.424,0.4305,1.2715,0.894
2019-02-02 09:00:00,0.3855,0.12135,3.42,0.433,0.439,1.332,0.9079999999999999
2019-02-03 09:00:00,0.3821,0.11845,3.33,0.42100000000000004,0.4295,1.313,0.8859999999999999
2019-02-04 09:00:00,0.3822,0.11885,3.31,0.42100000000000004,0.426,1.312,0.87
2019-02-05 09:00:00,0.3835,0.11855,3.32,0.42,0.4255,1.295,0.852
2019-02-06 09:00:00,0.3791,0.11635,3.22,0.40700000000000003,0.415,1.2715,0.82
2019-02-07 09:00:00,0.3783,0.11645,3.24,0.406,0.429,1.2875,0.8290000000000001
2019-02-08 09:00:00,0.4009,0.13055,3.42,0.446,0.453,1.4185,0.888
2019-02-09 09:00:00,0.3998,0.1301,3.41,0.45,0.4435,1.397,0.879
2019-02-10 09:00:00,0.4023,0.1368,3.38,0.46799999999999997,0.4555,1.3865,0.875
2019-02-11 09:00:00,0.3986,0.1327,3.32,0.456,0.4445,1.3445,0.846
2019-02-12 09:00:00,0.3981,0.1339,3.35,0.457,0.445,1.3405,0.846
2019-02-13 09:00:00,0.3983,0.1346,3.35,0.455,0.4525,1.344,0.841
2019-02-14 09:00:00,0.3984,0.134,3.35,0.44799999999999995,0.4545,1.344,0.843
2019-02-15 09:00:00,0.3986,0.1345,3.34,0.44799999999999995,0.4525,1.34,0.8740000000000001
2019-02-16 09:00:00,0.4002,0.13565,3.32,0.45299999999999996,0.454,1.3455,0.865
2019-02-17 09:00:00,0.404,0.1471,3.33,0.46,0.4595,1.369,0.875
2019-02-18 09:00:00,0.4236,0.15805,3.49,0.495,0.475,1.556,0.91
2019-02-19 09:00:00,0.4259,0.15635,3.51,0.502,0.494,1.5425,0.978
2019-02-20 09:00:00,0.4315,0.1615,3.6,0.515,0.5105,1.592,0.9990000000000001
2019-02-21 09:00:00,0.4328,0.16005,3.52,0.496,0.494,1.56,0.9790000000000001
2019-02-22 09:00:00,0.4346,0.16155,3.52,0.502,0.5135,1.57,0.99
2019-02-23 09:00:00,0.4479,0.17155,3.61,0.527,0.5225,1.681,1.02
2019-02-24 09:00:00,0.4178,0.148,3.32,0.466,0.4555,1.425,0.9179999999999999
2019-02-25 09:00:00,0.4255,0.1531,3.63,0.485,0.4705,1.4815,0.953
2019-02-26 09:00:00,0.4228,0.1514,3.52,0.47700000000000004,0.472,1.467,0.937
2019-02-27 09:00:00,0.4259,0.1506,3.47,0.48,0.476,1.4635,0.937
2019-02-28 09:00:00,0.424,0.15035,3.5,0.47700000000000004,0.4685,1.445,0.9359999999999999
2019-03-01 09:00:00,0.4248,0.1502,3.51,0.478,0.468,1.4555,0.943
2019-03-02 09:00:00,0.4253,0.14765,3.49,0.474,0.4715,1.453,0.93
2019-03-03 09:00:00,0.4239,0.14525,3.46,0.47,0.469,1.4415,0.973
2019-03-04 09:00:00,0.4155,0.1406,3.38,0.45,0.4545,1.3795,0.9179999999999999
2019-03-05 09:00:00,0.4249,0.1504,3.47,0.473,0.4665,1.4535,0.9440000000000001
2019-03-06 09:00:00,0.426,0.15175,3.49,0.469,0.4695,1.447,0.9359999999999999
2019-03-07 09:00:00,0.4289,0.1514,3.47,0.473,0.4805,1.4435,0.9420000000000001
2019-03-08 09:00:00,0.431,0.1491,3.42,0.473,0.4665,1.4215,0.96
2019-03-09 09:00:00,0.4352,0.1515,3.46,0.515,0.468,1.4735,0.997
2019-03-10 09:00:00,0.4336,0.1498,3.46,0.504,0.475,1.452,1.11
2019-03-11 09:00:00,0.4337,0.1484,3.47,0.532,0.469,1.44,1.15
2019-03-12 09:00:00,0.4326,0.1489,3.45,0.525,0.4755,1.431,1.17
2019-03-13 09:00:00,0.4325,0.1474,3.5,0.518,0.472,1.4315,1.21
2019-03-14 09:00:00,0.4337,0.14775,3.48,0.5329999999999999,0.48,1.4835,1.19
2019-03-15 09:00:00,0.4359,0.1516,3.5,0.552,0.4885,1.5925,1.18
2019-03-16 09:00:00,0.4445,0.15625,3.53,0.5660000000000001,0.4975,1.7275,1.2
2019-03-17 09:00:00,0.4425,0.1542,3.5,0.5539999999999999,0.4895,1.7115,1.21
2019-03-18 09:00:00,0.4458,0.15375,3.51,0.5589999999999999,0.4905,1.7955,1.29
2019-03-19 09:00:00,0.4486,0.15475,3.52,0.581,0.5115,1.7885,1.25
2019-03-20 09:00:00,0.4533,0.1558,3.56,0.599,0.522,1.779,1.23
2019-03-21 09:00:00,0.4491,0.15215,3.5,0.589,0.536,1.721,1.19
2019-03-22 09:00:00,0.449,0.15315,3.5,0.65,0.547,1.762,1.21
2019-03-23 09:00:00,0.4507,0.15445,3.51,0.7120000000000001,0.5485,1.8705,1.21
2019-03-24 09:00:00,0.4525,0.15425,3.5,0.696,0.547,1.864,1.19
2019-03-25 09:00:00,0.4487,0.1524,3.45,0.6679999999999999,0.532,1.8165,1.15
2019-03-26 09:00:00,0.4493,0.1527,3.45,0.7020000000000001,0.53,1.811,1.17
2019-03-27 09:00:00,0.4548,0.157,3.48,0.753,0.5395,1.9215,1.22
2019-03-28 09:00:00,0.455,0.1558,3.46,0.742,0.532,1.8985,1.2
2019-03-29 09:00:00,0.4641,0.162,3.47,0.8009999999999999,0.55,1.925,1.22
2019-03-30 09:00:00,0.4636,0.16065,3.52,0.812,0.541,1.885,1.2
2019-03-31 09:00:00,0.4661,0.16055,3.5,0.794,0.5475,1.9175,1.22
2019-04-01 09:00:00,0.4711,0.16075,3.55,0.8190000000000001,0.5475,1.904,1.26
2019-04-02 09:00:00,0.5411,0.18185,3.9,0.95,0.6065,2.689,1.36
2019-04-03 09:00:00,0.5594,0.1818,3.88,1.02,0.6145,3.422,1.37
2019-04-04 09:00:00,0.5571,0.17905,3.75,0.988,0.607,3.2435,1.34
2019-04-05 09:00:00,0.5685,0.18725,4.12,1.03,0.651,3.317,1.45
2019-04-06 09:00:00,0.5793,0.1899,4.05,1.03,0.6865,3.516,1.42
2019-04-07 09:00:00,0.591,0.1988,4.13,1.02,0.876,3.641,1.51
2019-04-08 09:00:00,0.6091,0.20795,4.14,1.0,0.827,3.57,1.51
2019-04-09 09:00:00,0.6,0.20365,4.05,0.966,0.806,3.421,1.45
2019-04-10 09:00:00,0.6166,0.2059,4.11,1.04,0.817,3.534,1.47
2019-04-11 09:00:00,0.586,0.19165,3.82,0.965,0.7305,3.1475,1.34
2019-04-12 09:00:00,0.5897,0.1907,3.77,0.9640000000000001,0.738,3.2765,1.33
2019-04-13 09:00:00,0.5889,0.19035,3.78,0.97,0.736,3.233,1.35
2019-04-14 09:00:00,0.5958,0.1938,3.81,0.976,0.745,3.336,1.36
2019-04-15 09:00:00,0.586,0.18665,3.71,0.953,0.719,3.64,1.31
2019-04-16 09:00:00,0.6024,0.1925,3.76,0.9640000000000001,0.7265,3.6665,1.34
2019-04-17 09:00:00,0.6004,0.1912,3.86,0.9520000000000001,0.7135,3.561,1.35
2019-04-18 09:00:00,0.607,0.2001,3.87,0.94,0.73,3.529,1.36
2019-04-19 09:00:00,0.6087,0.1996,3.81,0.9129999999999999,0.725,3.5275,1.33
2019-04-20 09:00:00,0.6141,0.2009,3.79,0.8809999999999999,0.7205,3.4655,1.34
2019-04-21 09:00:00,0.6145,0.1971,3.73,0.857,0.689,3.368,1.3
2019-04-22 09:00:00,0.6237,0.19865,3.76,0.909,0.686,3.39,1.3
2019-04-23 09:00:00,0.645,0.19855,3.74,0.862,0.689,3.364,1.28
2019-04-24 09:00:00,0.6415,0.19535,3.55,0.853,0.6575,3.281,1.2
2019-04-25 09:00:00,0.612,0.1815,3.41,0.8190000000000001,0.635,3.1425,1.16
2019-04-26 09:00:00,0.6137,0.1826,3.51,0.807,0.6335,3.0775,1.16
2019-04-27 09:00:00,0.6114,0.18375,3.45,0.8140000000000001,0.6385,3.062,1.16
2019-04-28 09:00:00,0.6138,0.18265,3.46,0.799,0.651,2.968,1.14
2019-04-29 09:00:00,0.6029,0.1786,3.38,0.7509999999999999,0.642,2.756,1.1
2019-04-30 09:00:00,0.6117,0.18585,3.55,0.8059999999999999,0.674,3.073,1.16
2019-05-01 09:00:00,0.6192,0.1844,3.49,0.7929999999999999,0.668,3.117,1.17
2019-05-02 09:00:00,0.6327,0.1864,3.49,0.79,0.6655,3.1015,1.15
2019-05-03 09:00:00,0.6596,0.192,3.53,0.8,0.6945,3.353,1.16
2019-05-04 09:00:00,0.6719,0.18845,3.5,0.7709999999999999,0.6705,3.354,1.13
2019-05-05 09:00:00,0.6704,0.18915,3.48,0.767,0.664,3.404,1.13
2019-05-06 09:00:00,0.662,0.1994,3.49,0.7709999999999999,0.657,3.3215,1.12
2019-05-07 09:00:00,0.6753,0.19545,3.44,0.742,0.6565,3.3045,1.08
2019-05-08 09:00:00,0.6959,0.19825,3.47,0.752,0.6605,3.3235,1.07
2019-05-09 09:00:00,0.7273,0.2011,3.46,0.725,0.655,3.3495,1.05
2019-05-10 09:00:00,0.7495,0.20345,3.51,0.745,0.663,3.38,1.08
2019-05-11 09:00:00,0.8368,0.22275,3.75,0.875,0.703,4.1165,1.21
2019-05-12 09:00:00,0.817,0.22035,3.63,0.8240000000000001,0.6805,4.171,1.15
2019-05-13 09:00:00,0.923,0.2316,3.82,0.861,0.716,4.53,1.18
2019-05-14 09:00:00,0.9499,0.2588,4.84,1.01,0.7845,4.625,1.35
2019-05-15 09:00:00,0.9606,0.2921,5.38,1.11,0.897,4.744,1.65
2019-05-16 09:00:00,0.9465,0.3182,5.04,1.06,0.922,4.794,1.68
2019-05-17 09:00:00,0.8891,0.2953,4.68,1.01,0.877,4.4425,1.57
2019-05-18 09:00:00,0.8823,0.284,4.51,0.9590000000000001,0.87,4.3325,1.6
2019-05-19 09:00:00,0.9712,0.30935,4.97,1.03,0.9245,4.965,1.71
2019-05-20 09:00:00,0.9581,0.30215,4.79,1.03,0.8905,4.975,1.63
2019-05-21 09:00:00,0.9509,0.3041,4.75,1.02,0.8895,4.9885,1.6
2019-05-22 09:00:00,0.9309,0.29735,4.53,0.946,0.842,4.729,1.49
2019-05-23 09:00:00,0.9491,0.29585,4.57,0.97,0.8525,4.879,1.51
2019-05-24 09:00:00,0.958,0.299,4.6,0.97,0.8755,4.897,1.5
2019-05-25 09:00:00,0.9594,0.2992,4.6,0.9590000000000001,0.868,4.8435,1.5
2019-05-26 09:00:00,1.0299,0.31635,4.84,1.01,0.911,5.124,1.57
2019-05-27 09:00:00,1.0376,0.321,5.13,1.07,0.962,5.187,1.63
2019-05-28 09:00:00,1.0333,0.32145,5.31,1.09,0.9765,5.134,1.64
2019-05-29 09:00:00,1.0325,0.32115,5.28,1.09,0.9765,5.466,1.62
2019-05-30 09:00:00,1.012,0.3112,5.1,1.02,0.988,5.143,1.57
2019-05-31 09:00:00,1.0383,0.3245,5.31,1.08,1.047,5.373,1.62
2019-06-01 09:00:00,1.035,0.3198,5.19,1.1,1.036,5.225,1.61
2019-06-02 09:00:00,1.0505,0.3237,5.34,1.16,1.147,5.312,1.64
2019-06-03 09:00:00,0.9999,0.30735,5.13,1.07,1.15,4.937,1.57
2019-06-04 09:00:00,0.9486,0.2975,4.91,1.02,1.019,4.724,1.49
2019-06-05 09:00:00,0.9583,0.30235,4.93,1.01,0.9965,4.88,1.49
2019-06-06 09:00:00,0.9495,0.3034,5.1,1.0,0.969,4.822,1.51
2019-06-07 09:00:00,0.9749,0.3041,5.11,1.04,1.005,4.8695,1.56
2019-06-08 09:00:00,0.9733,0.29995,5.02,1.03,1.033,4.833,1.52
2019-06-09 09:00:00,0.9474,0.2869,4.78,0.981,1.003,4.7165,1.47
2019-06-10 09:00:00,0.9731,0.30095,4.88,1.04,1.016,4.8025,1.51
2019-06-11 09:00:00,0.9587,0.29745,4.77,1.07,1.001,4.7075,1.48
2019-06-12 09:00:00,0.9803,0.31525,4.84,1.16,1.043,4.7865,1.54
2019-06-13 09:00:00,0.9935,0.3081,4.83,1.09,1.03,4.964,1.51
2019-06-14 09:00:00,1.0462,0.3178,4.87,1.09,1.034,5.082,1.52
2019-06-15 09:00:00,1.0528,0.3195,4.88,1.1,1.024,5.029,1.51
2019-06-16 09:00:00,1.071,0.32015,5.11,1.1,1.035,5.098,1.55
2019-06-17 09:00:00,1.1055,0.3241,5.31,1.11,1.041,5.118,1.55
2019-06-18 09:00:00,1.0902,0.3178,5.12,1.06,1.012,4.9735,1.49
2019-06-19 09:00:00,1.1063,0.3204,5.19,1.08,1.017,4.97,1.48
2019-06-20 09:00:00,1.1349,0.32335,5.12,1.05,1.009,4.9135,1.45
2019-06-21 09:00:00,1.1994,0.34745,5.24,1.06,1.029,5.193,1.46
2019-06-22 09:00:00,1.2398,0.3583,5.51,1.1,1.056,5.558,1.5
2019-06-23 09:00:00,1.2681,0.3591,5.47,1.13,1.084,5.559,1.5
2019-06-24 09:00:00,1.2891,0.36305,5.52,1.15,1.083,5.586,1.51
2019-06-25 09:00:00,1.3941,0.3759,5.53,1.14,1.097,5.665,1.48
2019-06-26 09:00:00,1.5854,0.4112,5.66,1.19,1.1,5.92,1.49
2019-06-27 09:00:00,1.4028,0.369,5.08,1.06,0.9595,5.17,1.35
2019-06-28 09:00:00,1.5307,0.384,5.25,1.09,0.9895,5.385,1.38
2019-06-29 09:00:00,1.4576,0.3897,5.22,1.11,1.013,5.407,1.41
2019-06-30 09:00:00,1.3598,0.36605,4.95,1.03,0.97,5.031,1.31
2019-07-01 09:00:00,1.3026,0.36125,4.99,1.03,0.9535,5.116,1.29
2019-07-02 09:00:00,1.3205,0.35515,4.86,0.98,0.939,4.9645,1.25
2019-07-03 09:00:00,1.4419,0.36365,4.9,0.995,0.9475,5.082,1.27
2019-07-04 09:00:00,1.3535,0.34275,4.69,0.941,0.9385,4.84,1.2
